sequence,run_priority,chapter,query,scope_naid,scope_label,scout_search_url,catalog_search_url,existing_file_unit_leads_in_chapter,high_priority_file_unit_leads_in_chapter,chapter_readiness_band,chapter_readiness_score,top_chapter_risk,target_record_types,why_run_this_query,dedupe_note,harvester_command,capture_result_count,capture_top_naids,capture_item_level_hits,capture_child_item_urls,capture_dates_or_date_spans,capture_source_paths,capture_candidates_promoted,capture_context_only_leads,disposition,compiler_notes
116,Urgent,Regional Proliferation Cases,South Asia nuclear,7388808,NSC Records Management Office,https://therealjameswilson.github.io/nara-scout/?q=South%20Asia%20nuclear,https://catalog.archives.gov/search?q=South%20Asia%20nuclear&collectionIdentifier=WJC*,13,13,Item-boundary work first,35,High: Balance the regional chapter beyond North Korea,PC/DC minutes; regional NSC policy file; State cable; telcon or memcon,"chapter has 13 unresolved file-unit leads; scorecard band is Item-boundary work first; top chapter risk: Balance the regional chapter beyond North Korea; query targets South, Asia, nuclear",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
117,Urgent,Regional Proliferation Cases,UNSCOM,7388808,NSC Records Management Office,https://therealjameswilson.github.io/nara-scout/?q=UNSCOM,https://catalog.archives.gov/search?q=UNSCOM&collectionIdentifier=WJC*,13,13,Item-boundary work first,35,High: Balance the regional chapter beyond North Korea,PC/DC minutes; regional NSC policy file; State cable; telcon or memcon,chapter has 13 unresolved file-unit leads; scorecard band is Item-boundary work first; top chapter risk: Balance the regional chapter beyond North Korea; query targets UNSCOM,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
118,Urgent,Regional Proliferation Cases,Agreed Framework,7585677,Nonproliferation and Export Controls Subject Files,https://therealjameswilson.github.io/nara-scout/?q=Agreed%20Framework,https://catalog.archives.gov/search?q=Agreed%20Framework&collectionIdentifier=WJC*,13,13,Item-boundary work first,35,High: Balance the regional chapter beyond North Korea,PC/DC minutes; regional NSC policy file; State cable; telcon or memcon,"chapter has 13 unresolved file-unit leads; scorecard band is Item-boundary work first; top chapter risk: Balance the regional chapter beyond North Korea; query targets Agreed, Framework",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
119,Urgent,Regional Proliferation Cases,China missile transfer,7585677,Nonproliferation and Export Controls Subject Files,https://therealjameswilson.github.io/nara-scout/?q=China%20missile%20transfer,https://catalog.archives.gov/search?q=China%20missile%20transfer&collectionIdentifier=WJC*,13,13,Item-boundary work first,35,High: Balance the regional chapter beyond North Korea,PC/DC minutes; regional NSC policy file; State cable; telcon or memcon,"chapter has 13 unresolved file-unit leads; scorecard band is Item-boundary work first; top chapter risk: Balance the regional chapter beyond North Korea; query targets China, missile, transfer",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
120,Urgent,Regional Proliferation Cases,DPRK,7585677,Nonproliferation and Export Controls Subject Files,https://therealjameswilson.github.io/nara-scout/?q=DPRK,https://catalog.archives.gov/search?q=DPRK&collectionIdentifier=WJC*,13,13,Item-boundary work first,35,High: Balance the regional chapter beyond North Korea,PC/DC minutes; regional NSC policy file; State cable; telcon or memcon,chapter has 13 unresolved file-unit leads; scorecard band is Item-boundary work first; top chapter risk: Balance the regional chapter beyond North Korea; query targets DPRK,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
121,Urgent,Regional Proliferation Cases,India Pakistan nuclear,7585677,Nonproliferation and Export Controls Subject Files,https://therealjameswilson.github.io/nara-scout/?q=India%20Pakistan%20nuclear,https://catalog.archives.gov/search?q=India%20Pakistan%20nuclear&collectionIdentifier=WJC*,13,13,Item-boundary work first,35,High: Balance the regional chapter beyond North Korea,PC/DC minutes; regional NSC policy file; State cable; telcon or memcon,"chapter has 13 unresolved file-unit leads; scorecard band is Item-boundary work first; top chapter risk: Balance the regional chapter beyond North Korea; query targets India, Pakistan, nuclear",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
122,Urgent,Regional Proliferation Cases,Iran proliferation,7585677,Nonproliferation and Export Controls Subject Files,https://therealjameswilson.github.io/nara-scout/?q=Iran%20proliferation,https://catalog.archives.gov/search?q=Iran%20proliferation&collectionIdentifier=WJC*,13,13,Item-boundary work first,35,High: Balance the regional chapter beyond North Korea,PC/DC minutes; regional NSC policy file; State cable; telcon or memcon,"chapter has 13 unresolved file-unit leads; scorecard band is Item-boundary work first; top chapter risk: Balance the regional chapter beyond North Korea; query targets Iran, proliferation",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
123,Urgent,Regional Proliferation Cases,Iraq WMD,7585677,Nonproliferation and Export Controls Subject Files,https://therealjameswilson.github.io/nara-scout/?q=Iraq%20WMD,https://catalog.archives.gov/search?q=Iraq%20WMD&collectionIdentifier=WJC*,13,13,Item-boundary work first,35,High: Balance the regional chapter beyond North Korea,PC/DC minutes; regional NSC policy file; State cable; telcon or memcon,chapter has 13 unresolved file-unit leads; scorecard band is Item-boundary work first; top chapter risk: Balance the regional chapter beyond North Korea; query targets Iraq,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
124,Urgent,Regional Proliferation Cases,Libya proliferation,7585677,Nonproliferation and Export Controls Subject Files,https://therealjameswilson.github.io/nara-scout/?q=Libya%20proliferation,https://catalog.archives.gov/search?q=Libya%20proliferation&collectionIdentifier=WJC*,13,13,Item-boundary work first,35,High: Balance the regional chapter beyond North Korea,PC/DC minutes; regional NSC policy file; State cable; telcon or memcon,"chapter has 13 unresolved file-unit leads; scorecard band is Item-boundary work first; top chapter risk: Balance the regional chapter beyond North Korea; query targets Libya, proliferation",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
125,Urgent,Regional Proliferation Cases,North Korea nuclear,7585677,Nonproliferation and Export Controls Subject Files,https://therealjameswilson.github.io/nara-scout/?q=North%20Korea%20nuclear,https://catalog.archives.gov/search?q=North%20Korea%20nuclear&collectionIdentifier=WJC*,13,13,Item-boundary work first,35,High: Balance the regional chapter beyond North Korea,PC/DC minutes; regional NSC policy file; State cable; telcon or memcon,"chapter has 13 unresolved file-unit leads; scorecard band is Item-boundary work first; top chapter risk: Balance the regional chapter beyond North Korea; query targets North, Korea, nuclear",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
126,Urgent,Regional Proliferation Cases,Russian arms sales Iran,7585677,Nonproliferation and Export Controls Subject Files,https://therealjameswilson.github.io/nara-scout/?q=Russian%20arms%20sales%20Iran,https://catalog.archives.gov/search?q=Russian%20arms%20sales%20Iran&collectionIdentifier=WJC*,13,13,Item-boundary work first,35,High: Balance the regional chapter beyond North Korea,PC/DC minutes; regional NSC policy file; State cable; telcon or memcon,"chapter has 13 unresolved file-unit leads; scorecard band is Item-boundary work first; top chapter risk: Balance the regional chapter beyond North Korea; query targets Russian, arms, sales, Iran",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
127,Urgent,Regional Proliferation Cases,South Asia nuclear,7585677,Nonproliferation and Export Controls Subject Files,https://therealjameswilson.github.io/nara-scout/?q=South%20Asia%20nuclear,https://catalog.archives.gov/search?q=South%20Asia%20nuclear&collectionIdentifier=WJC*,13,13,Item-boundary work first,35,High: Balance the regional chapter beyond North Korea,PC/DC minutes; regional NSC policy file; State cable; telcon or memcon,"chapter has 13 unresolved file-unit leads; scorecard band is Item-boundary work first; top chapter risk: Balance the regional chapter beyond North Korea; query targets South, Asia, nuclear",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
128,Urgent,Regional Proliferation Cases,UNSCOM,7585677,Nonproliferation and Export Controls Subject Files,https://therealjameswilson.github.io/nara-scout/?q=UNSCOM,https://catalog.archives.gov/search?q=UNSCOM&collectionIdentifier=WJC*,13,13,Item-boundary work first,35,High: Balance the regional chapter beyond North Korea,PC/DC minutes; regional NSC policy file; State cable; telcon or memcon,chapter has 13 unresolved file-unit leads; scorecard band is Item-boundary work first; top chapter risk: Balance the regional chapter beyond North Korea; query targets UNSCOM,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
129,Urgent,Regional Proliferation Cases,Agreed Framework,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=Agreed%20Framework,https://catalog.archives.gov/search?q=Agreed%20Framework&collectionIdentifier=WJC*,13,13,Item-boundary work first,35,High: Balance the regional chapter beyond North Korea,PC/DC minutes; regional NSC policy file; State cable; telcon or memcon,"chapter has 13 unresolved file-unit leads; scorecard band is Item-boundary work first; top chapter risk: Balance the regional chapter beyond North Korea; query targets Agreed, Framework",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
